,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
5404,2002-08-16,6510,70,1.09,6600,6660,6500,635052,209000000000.0,49700000000000.0,152717458
5405,2002-08-14,6440,-50,-0.77,6440,6460,6360,719624,231000000000.0,49200000000000.0,152717458
5406,2002-08-13,6490,150,2.37,6340,6490,6340,392734,126000000000.0,49600000000000.0,152717458
5407,2002-08-12,6340,-40,-0.63,6380,6420,6260,776669,247000000000.0,48400000000000.0,152717458
5408,2002-08-09,6380,110,1.75,6390,6450,6350,623569,199000000000.0,48700000000000.0,152717458
5409,2002-08-08,6270,30,0.48,6400,6400,6220,946760,299000000000.0,47900000000000.0,152717458
5410,2002-08-07,6240,240,4.0,6170,6280,6130,704835,219000000000.0,47600000000000.0,152717458
5411,2002-08-06,6000,-180,-2.91,6100,6100,5970,1229320,371000000000.0,45800000000000.0,152717458
5412,2002-08-05,6180,-210,-3.29,6310,6340,6160,650820,203000000000.0,47200000000000.0,152717458
5413,2002-08-02,6390,-100,-1.54,6350,6440,6240,1037299,329000000000.0,48800000000000.0,152717458
5414,2002-08-01,6490,-160,-2.41,6670,6670,6420,522727,171000000000.0,49600000000000.0,152717458
5415,2002-07-31,6650,-10,-0.15,6650,6740,6620,549688,184000000000.0,50800000000000.0,152717458
5416,2002-07-30,6660,160,2.46,6700,6780,6660,623474,210000000000.0,50700000000000.0,152363560
5417,2002-07-29,6500,100,1.56,6480,6550,6380,578590,187000000000.0,49500000000000.0,152363560
5418,2002-07-26,6400,-380,-5.6,6590,6660,6340,1277355,412000000000.0,48800000000000.0,152363560
5419,2002-07-25,6780,80,1.19,7000,7020,6780,950319,328000000000.0,51700000000000.0,152363560
5420,2002-07-24,6700,-200,-2.9,6660,6740,6590,677059,226000000000.0,51000000000000.0,152363560
5421,2002-07-23,6900,300,4.55,6520,6900,6430,827139,276000000000.0,52600000000000.0,152363560
5422,2002-07-22,6600,-230,-3.37,6570,6690,6540,789675,261000000000.0,50300000000000.0,152363560
5423,2002-07-19,6830,-310,-4.34,7000,7010,6760,863882,297000000000.0,52000000000000.0,152317750
5424,2002-07-18,7140,60,0.85,7070,7210,7050,802106,287000000000.0,54400000000000.0,152317750
5425,2002-07-16,7080,20,0.28,7200,7230,7020,852725,304000000000.0,53900000000000.0,152317750
5426,2002-07-15,7060,20,0.28,6960,7220,6960,735137,261000000000.0,53700000000000.0,152220132
5427,2002-07-12,7040,410,6.18,6880,7090,6820,800097,277000000000.0,53600000000000.0,152220132
5428,2002-07-11,6630,-310,-4.47,6740,6780,6630,759676,254000000000.0,50500000000000.0,152220132
5429,2002-07-10,6940,-300,-4.14,7100,7170,6890,713159,251000000000.0,52800000000000.0,152195800
5430,2002-07-09,7240,60,0.84,7200,7300,7110,661472,238000000000.0,55100000000000.0,152195800
5431,2002-07-08,7180,20,0.28,7400,7410,7100,1087799,396000000000.0,54600000000000.0,152195800
5432,2002-07-05,7160,160,2.29,7000,7210,6980,900353,322000000000.0,54500000000000.0,152195800
5433,2002-07-04,7000,240,3.55,6850,7000,6850,740490,256000000000.0,53300000000000.0,152195800
5434,2002-07-03,6760,10,0.15,6630,6830,6530,811747,271000000000.0,51400000000000.0,152195800
5435,2002-07-02,6750,170,2.58,6440,6800,6360,812091,266000000000.0,51400000000000.0,152195800
5436,2002-06-28,6580,320,5.11,6500,6690,6440,911219,299000000000.0,50100000000000.0,152178937
5437,2002-06-27,6260,80,1.29,6380,6430,6220,895189,282000000000.0,47600000000000.0,152178937
5438,2002-06-26,6180,-590,-8.71,6600,6610,6180,1284222,410000000000.0,47000000000000.0,152178937
5439,2002-06-25,6770,-10,-0.15,6900,6940,6760,603180,207000000000.0,51500000000000.0,152178937
5440,2002-06-24,6780,-20,-0.29,6630,6820,6630,558383,188000000000.0,51600000000000.0,152178937
5441,2002-06-21,6800,-20,-0.29,6700,6910,6610,973140,328000000000.0,51700000000000.0,152178937
5442,2002-06-20,6820,-150,-2.15,6800,6880,6670,859016,292000000000.0,51900000000000.0,152178937
5443,2002-06-19,6970,-290,-3.99,7260,7320,6870,1261397,444000000000.0,53000000000000.0,152178937
5444,2002-06-18,7260,80,1.11,7400,7500,7230,839239,310000000000.0,55200000000000.0,152178937
5445,2002-06-17,7180,-10,-0.14,7220,7290,7160,565133,204000000000.0,54600000000000.0,152162716
5446,2002-06-14,7190,150,2.13,7070,7320,7060,756955,273000000000.0,54700000000000.0,152162716
5447,2002-06-12,7040,40,0.57,6930,7040,6920,858141,301000000000.0,53600000000000.0,152162716
5448,2002-06-11,7000,0,0.0,7000,7020,6880,440162,153000000000.0,53300000000000.0,152162716
5449,2002-06-10,7000,100,1.45,6980,7050,6960,560056,196000000000.0,53200000000000.0,152108644
5450,2002-06-07,6900,-210,-2.95,6910,6990,6880,789281,273000000000.0,52500000000000.0,152108644
5451,2002-06-05,7110,70,0.99,7160,7250,7090,508345,182000000000.0,54100000000000.0,152108644
5452,2002-06-04,7040,20,0.28,6820,7080,6810,568130,196000000000.0,53500000000000.0,152108644
5453,2002-06-03,7020,180,2.63,6720,7080,6720,698025,243000000000.0,53400000000000.0,152108644
5454,2002-05-31,6840,-260,-3.66,7080,7130,6840,894746,311000000000.0,52000000000000.0,152108644
5455,2002-05-30,7100,-140,-1.93,7130,7210,7040,627422,223000000000.0,54000000000000.0,152070087
5456,2002-05-29,7240,-150,-2.03,7300,7300,7080,780641,281000000000.0,55000000000000.0,152070087
5457,2002-05-28,7390,160,2.21,7250,7400,7210,469593,172000000000.0,56200000000000.0,152070087
5458,2002-05-27,7230,-90,-1.23,7200,7390,7190,387056,141000000000.0,55000000000000.0,152070087
5459,2002-05-24,7320,120,1.67,7360,7420,7300,688056,254000000000.0,55700000000000.0,152070087
5460,2002-05-23,7200,-200,-2.7,7340,7380,7190,740371,268000000000.0,54700000000000.0,152070087
5461,2002-05-22,7400,280,3.93,7100,7400,7030,759299,275000000000.0,56300000000000.0,152070087
5462,2002-05-21,7120,-280,-3.78,7290,7360,7100,806714,292000000000.0,54100000000000.0,152070087
5463,2002-05-20,7400,-250,-3.27,7600,7610,7400,604934,227000000000.0,56300000000000.0,152070087
5464,2002-05-17,7650,250,3.38,7500,7670,7470,807100,307000000000.0,58200000000000.0,152070087
5465,2002-05-16,7400,-120,-1.6,7520,7530,7390,612939,228000000000.0,56200000000000.0,151980329
5466,2002-05-15,7520,360,5.03,7360,7620,7340,1412274,531000000000.0,57100000000000.0,151980329
5467,2002-05-14,7160,450,6.71,6940,7170,6900,1194658,420000000000.0,54400000000000.0,151980329
5468,2002-05-13,6710,30,0.45,6560,6770,6410,1351427,447000000000.0,51000000000000.0,151980329
5469,2002-05-10,6680,-560,-7.73,7010,7100,6640,2000383,681000000000.0,50800000000000.0,151980329
5470,2002-05-09,7240,-10,-0.14,7540,7560,7240,1494429,550000000000.0,55000000000000.0,151980329
5471,2002-05-08,7250,210,2.98,7160,7380,7130,1066519,387000000000.0,55100000000000.0,151980329
5472,2002-05-07,7040,80,1.15,6810,7040,6700,1440529,494000000000.0,53500000000000.0,151931266
5473,2002-05-06,6960,-440,-5.95,7130,7220,6960,1102792,390000000000.0,52900000000000.0,151931266
5474,2002-05-03,7400,-190,-2.5,7440,7490,7260,1110728,409000000000.0,56200000000000.0,151931266
5475,2002-05-02,7590,-50,-0.65,7740,7740,7530,1038085,394000000000.0,57700000000000.0,151931266
5476,2002-04-30,7640,20,0.26,7660,7770,7560,895732,344000000000.0,58000000000000.0,151931266
5477,2002-04-29,7620,-380,-4.75,7800,7930,7610,1066608,413000000000.0,57900000000000.0,151931266
5478,2002-04-26,8000,-260,-3.15,8140,8230,7990,1166488,471000000000.0,60800000000000.0,151931266
5479,2002-04-25,8260,-380,-4.4,8430,8520,8250,1020219,427000000000.0,62700000000000.0,151877194
5480,2002-04-24,8640,100,1.17,8460,8640,8360,799632,339000000000.0,65600000000000.0,151877194
5481,2002-04-23,8540,340,4.15,8200,8560,8110,1197826,502000000000.0,64900000000000.0,151877194
5482,2002-04-22,8200,280,3.54,8060,8340,8040,1234419,507000000000.0,62300000000000.0,151877194
5483,2002-04-19,7920,-210,-2.58,8130,8270,7920,1239727,501000000000.0,60100000000000.0,151877194
5484,2002-04-18,8130,10,0.12,8000,8170,7950,975720,393000000000.0,61700000000000.0,151877194
5485,2002-04-17,8120,340,4.37,8010,8220,7980,1540512,625000000000.0,61700000000000.0,151877194
5486,2002-04-16,7780,80,1.04,7700,7820,7630,850537,330000000000.0,59100000000000.0,151877194
5487,2002-04-15,7700,320,4.34,7440,7760,7440,853327,325000000000.0,58500000000000.0,151877194
5488,2002-04-12,7380,190,2.64,7190,7430,7110,1108468,403000000000.0,56000000000000.0,151877194
5489,2002-04-11,7190,70,0.98,7150,7300,7120,1433884,516000000000.0,54600000000000.0,151877194
5490,2002-04-10,7120,-260,-3.52,7380,7390,7110,1303617,472000000000.0,54100000000000.0,151877194
5491,2002-04-09,7380,0,0.0,7400,7470,7320,1054820,390000000000.0,56000000000000.0,151877194
5492,2002-04-08,7380,-400,-5.14,7760,7760,7380,1552027,584000000000.0,56000000000000.0,151877140
5493,2002-04-04,7780,-300,-3.71,7980,7980,7730,1415939,555000000000.0,59100000000000.0,151877140
5494,2002-04-03,8080,110,1.38,7950,8100,7860,1208603,480000000000.0,61400000000000.0,151877140
5495,2002-04-02,7970,490,6.55,7560,7970,7400,1567922,603000000000.0,60500000000000.0,151877140
5496,2002-04-01,7480,120,1.63,7500,7690,7410,1149349,434000000000.0,56800000000000.0,151877140
5497,2002-03-29,7360,210,2.94,7300,7420,7260,738768,272000000000.0,55900000000000.0,151877140
5498,2002-03-28,7150,-120,-1.65,7250,7400,7150,785277,286000000000.0,54300000000000.0,151782225
5499,2002-03-27,7270,290,4.15,7000,7310,7000,1228204,443000000000.0,55200000000000.0,151782225
5500,2002-03-26,6980,180,2.65,6770,6980,6730,843913,290000000000.0,53000000000000.0,151782225
5501,2002-03-25,6800,-210,-3.0,7060,7060,6800,1090115,376000000000.0,51600000000000.0,151782225
5502,2002-03-22,7010,180,2.64,6900,7140,6790,971982,338000000000.0,53200000000000.0,151782225
5503,2002-03-21,6830,-150,-2.15,6800,6910,6800,672199,230000000000.0,51800000000000.0,151782225
5504,2002-03-20,6980,0,0.0,7020,7120,6930,862100,303000000000.0,53000000000000.0,151782225
5505,2002-03-19,6980,340,5.12,6660,6980,6660,1260131,433000000000.0,53000000000000.0,151782225
5506,2002-03-18,6640,40,0.61,6700,6720,6580,1036710,344000000000.0,50300000000000.0,151637689
5507,2002-03-15,6600,-280,-4.07,6680,6730,6580,1430383,476000000000.0,50000000000000.0,151637689
5508,2002-03-14,6880,-80,-1.15,6890,6900,6580,2115723,713000000000.0,52200000000000.0,151637689
5509,2002-03-13,6960,-100,-1.42,6910,7050,6910,668868,233000000000.0,52800000000000.0,151637689
5510,2002-03-12,7060,90,1.29,6880,7070,6860,787357,273000000000.0,53500000000000.0,151637689
5511,2002-03-11,6970,-10,-0.14,7000,7040,6870,722758,251000000000.0,52800000000000.0,151629851
5512,2002-03-08,6980,-140,-1.97,7100,7150,6910,734248,257000000000.0,52900000000000.0,151629851
5513,2002-03-07,7120,-140,-1.93,7370,7370,7110,495617,179000000000.0,53900000000000.0,151389841
5514,2002-03-06,7260,40,0.55,7220,7360,7150,619124,225000000000.0,55000000000000.0,151389841
5515,2002-03-05,7220,220,3.14,7270,7280,7120,962357,346000000000.0,54700000000000.0,151389841
5516,2002-03-04,7000,140,2.04,7010,7260,7000,1219028,434000000000.0,53000000000000.0,151389841
5517,2002-02-28,6860,-140,-2.0,7000,7010,6860,861598,298000000000.0,51900000000000.0,151389841
5518,2002-02-27,7000,260,3.86,6660,7000,6660,917566,316000000000.0,53000000000000.0,151389841
5519,2002-02-26,6740,100,1.51,6820,6880,6660,681164,231000000000.0,51000000000000.0,151389841
5520,2002-02-25,6640,-30,-0.45,6610,6730,6530,679126,224000000000.0,50300000000000.0,151389841
5521,2002-02-22,6670,-90,-1.33,6550,6680,6530,942408,311000000000.0,50500000000000.0,151389841
5522,2002-02-21,6760,-40,-0.59,6860,6890,6540,1031960,346000000000.0,51200000000000.0,151389841
5523,2002-02-20,6800,-50,-0.73,6700,6870,6700,699601,238000000000.0,51500000000000.0,151389841
5524,2002-02-19,6850,-10,-0.15,6900,7040,6790,725499,250000000000.0,51900000000000.0,151389841
5525,2002-02-18,6860,30,0.44,6820,6910,6780,713981,244000000000.0,51900000000000.0,151389841
5526,2002-02-15,6830,-270,-3.8,6940,7000,6810,857239,297000000000.0,51700000000000.0,151359781
5527,2002-02-14,7100,680,10.59,6740,7100,6630,1967365,682000000000.0,53700000000000.0,151359781
5528,2002-02-08,6420,120,1.9,6320,6420,6220,682188,216000000000.0,48600000000000.0,151359781
5529,2002-02-07,6300,-80,-1.25,6300,6460,6240,739516,235000000000.0,47700000000000.0,151359781
5530,2002-02-06,6380,-80,-1.24,6400,6480,6360,636965,204000000000.0,48300000000000.0,151359781
5531,2002-02-05,6460,220,3.53,6200,6490,6140,973561,310000000000.0,48900000000000.0,151359781
5532,2002-02-04,6240,60,0.97,6200,6330,6180,476171,149000000000.0,47200000000000.0,151359781
5533,2002-02-01,6180,170,2.83,6200,6320,6090,712813,221000000000.0,46800000000000.0,151359781
5534,2002-01-31,6010,-50,-0.83,6160,6210,6010,734664,225000000000.0,45500000000000.0,151328428
5535,2002-01-30,6060,-240,-3.81,6010,6180,6010,791627,241000000000.0,45900000000000.0,151328428
5536,2002-01-29,6300,-70,-1.1,6370,6450,6290,642877,205000000000.0,47700000000000.0,151328428
5537,2002-01-28,6370,-90,-1.39,6580,6580,6350,674726,217000000000.0,48200000000000.0,151328428
5538,2002-01-25,6460,260,4.19,6330,6570,6260,1137546,368000000000.0,48900000000000.0,151328428
5539,2002-01-24,6200,40,0.65,6220,6370,6180,768310,241000000000.0,46900000000000.0,151328428
5540,2002-01-23,6160,160,2.67,5800,6190,5780,798014,240000000000.0,46600000000000.0,151328428
5541,2002-01-22,6000,180,3.09,5840,6050,5840,657912,196000000000.0,45400000000000.0,151328428
5542,2002-01-21,5820,-100,-1.69,5800,5840,5720,825347,239000000000.0,44000000000000.0,151328428
5543,2002-01-18,5920,-80,-1.33,6010,6040,5880,885232,263000000000.0,44800000000000.0,151328428
5544,2002-01-17,6000,-30,-0.5,5900,6060,5860,1112140,330000000000.0,45400000000000.0,151328350
5545,2002-01-16,6030,-210,-3.37,6150,6250,6030,1206614,369000000000.0,45600000000000.0,151328350
5546,2002-01-15,6240,-360,-5.45,6430,6460,6160,1377508,431000000000.0,47200000000000.0,151328350
5547,2002-01-14,6600,480,7.84,6050,6600,6040,978026,313000000000.0,49900000000000.0,151328350
5548,2002-01-11,6120,-40,-0.65,6240,6350,6040,953687,295000000000.0,46300000000000.0,151328350
5549,2002-01-10,6160,-290,-4.5,6360,6420,6160,1096986,345000000000.0,46600000000000.0,151328350
5550,2002-01-09,6450,220,3.53,6210,6450,6190,902401,285000000000.0,48800000000000.0,151328350
5551,2002-01-08,6230,-130,-2.04,6390,6390,6190,760142,239000000000.0,47100000000000.0,151328350
5552,2002-01-07,6360,-20,-0.31,6260,6430,6170,1029132,324000000000.0,48100000000000.0,151328350
5553,2002-01-04,6380,340,5.63,6380,6410,6290,1009482,320000000000.0,48300000000000.0,151328350
5554,2002-01-03,6040,-120,-1.95,6100,6190,6020,885636,271000000000.0,45700000000000.0,151328350
5555,2002-01-02,6160,580,10.39,5660,6160,5620,1142079,337000000000.0,46600000000000.0,151328350
5556,2001-12-28,5580,180,3.33,5600,5620,5510,769638,215000000000.0,42200000000000.0,151328350
5557,2001-12-27,5400,240,4.65,5200,5420,5180,807120,214000000000.0,40900000000000.0,151328350
5558,2001-12-26,5160,110,2.18,5130,5190,5080,434969,112000000000.0,39000000000000.0,151328350
5559,2001-12-24,5050,20,0.4,5050,5160,5010,408625,104000000000.0,38200000000000.0,151328350
5560,2001-12-21,5030,-270,-5.09,5100,5190,5000,833009,212000000000.0,38100000000000.0,151328350
5561,2001-12-20,5300,20,0.38,5200,5410,5110,648790,171000000000.0,40100000000000.0,151328350
5562,2001-12-19,5280,70,1.34,5310,5350,5250,617413,164000000000.0,40000000000000.0,151328350
5563,2001-12-18,5210,200,3.99,5080,5390,5080,1134564,297000000000.0,39400000000000.0,151328350
5564,2001-12-17,5010,-90,-1.76,5010,5150,4920,825153,208000000000.0,37900000000000.0,151328350
5565,2001-12-14,5100,-200,-3.77,5110,5230,5090,930212,239000000000.0,38600000000000.0,151328350
5566,2001-12-13,5300,-100,-1.85,5400,5430,5220,1275323,338000000000.0,40100000000000.0,151328350
5567,2001-12-12,5400,230,4.45,5160,5420,5030,1077931,284000000000.0,40900000000000.0,151328350
5568,2001-12-11,5170,-30,-0.58,5040,5190,4970,1052531,267000000000.0,39100000000000.0,151328350
5569,2001-12-10,5200,-470,-8.29,5580,5580,5170,1305630,348000000000.0,39300000000000.0,151328350
5570,2001-12-07,5670,170,3.09,5400,5730,5330,1174187,324000000000.0,42900000000000.0,151328350
5571,2001-12-06,5500,210,3.97,5560,5860,5350,2292641,646000000000.0,41600000000000.0,151328350
5572,2001-12-05,5290,690,15.0,4760,5290,4740,2302638,585000000000.0,40000000000000.0,151328350
5573,2001-12-04,4600,110,2.45,4530,4610,4440,654850,149000000000.0,34800000000000.0,151328350
5574,2001-12-03,4490,130,2.98,4430,4500,4290,657275,144000000000.0,34000000000000.0,151328350
5575,2001-11-30,4360,160,3.81,4460,4460,4330,624634,137000000000.0,33000000000000.0,151328350
5576,2001-11-29,4200,-180,-4.11,4290,4490,4170,1065368,227000000000.0,31800000000000.0,151328350
5577,2001-11-28,4380,-240,-5.19,4540,4600,4350,594097,134000000000.0,33100000000000.0,151328350
5578,2001-11-27,4620,20,0.43,4640,4660,4570,839258,194000000000.0,35000000000000.0,151328350
5579,2001-11-26,4600,160,3.6,4470,4620,4470,759876,174000000000.0,34800000000000.0,151328350
5580,2001-11-23,4440,120,2.78,4340,4450,4300,547400,120000000000.0,33600000000000.0,151328350
5581,2001-11-22,4320,100,2.37,4230,4320,4160,351957,74776357000.0,32700000000000.0,151328350
5582,2001-11-21,4220,-50,-1.17,4160,4300,4150,668676,142000000000.0,31900000000000.0,151328350
5583,2001-11-20,4270,-100,-2.29,4400,4460,4270,753937,165000000000.0,32300000000000.0,151328350
5584,2001-11-19,4370,190,4.55,4100,4400,4100,786310,169000000000.0,33100000000000.0,151328350
5585,2001-11-16,4180,-10,-0.24,4160,4190,4070,715938,148000000000.0,31600000000000.0,151328350
5586,2001-11-15,4190,-110,-2.56,4210,4290,4150,725548,152000000000.0,31700000000000.0,151328350
5587,2001-11-14,4300,300,7.5,4100,4300,4060,1500609,315000000000.0,32500000000000.0,151328350
5588,2001-11-13,4000,0,0.0,3920,4000,3900,600257,119000000000.0,30300000000000.0,151328350
5589,2001-11-12,4000,30,0.76,4010,4050,3930,470021,93587955000.0,30300000000000.0,151328350
5590,2001-11-09,3970,110,2.85,3900,4010,3860,1308756,258000000000.0,30000000000000.0,151328350
5591,2001-11-08,3860,50,1.31,3810,3870,3800,752072,145000000000.0,29200000000000.0,151328350
5592,2001-11-07,3810,10,0.26,3820,3830,3770,885396,169000000000.0,28800000000000.0,151328350
5593,2001-11-06,3800,100,2.7,3780,3830,3760,1060255,202000000000.0,28800000000000.0,151328350
5594,2001-11-05,3700,40,1.09,3670,3700,3620,603653,111000000000.0,28000000000000.0,151328350
5595,2001-11-02,3660,80,2.23,3630,3670,3630,758497,138000000000.0,27700000000000.0,151328350
5596,2001-11-01,3580,110,3.17,3540,3630,3480,685945,123000000000.0,27100000000000.0,151328350
5597,2001-10-31,3470,-10,-0.29,3410,3480,3410,579648,100000000000.0,26300000000000.0,151328350
5598,2001-10-30,3480,-200,-5.43,3540,3580,3470,676544,118000000000.0,26300000000000.0,151328350
5599,2001-10-29,3680,60,1.66,3660,3700,3610,509692,93501763000.0,27800000000000.0,151328350
5600,2001-10-26,3620,-40,-1.09,3660,3690,3580,956467,173000000000.0,27400000000000.0,151328350
5601,2001-10-25,3660,-50,-1.35,3700,3700,3620,552279,101000000000.0,27700000000000.0,151328350
5602,2001-10-24,3710,230,6.61,3560,3710,3550,1122341,205000000000.0,28100000000000.0,151328350
5603,2001-10-23,3480,90,2.65,3500,3530,3450,791601,138000000000.0,26300000000000.0,151328350
5604,2001-10-22,3390,-10,-0.29,3460,3470,3330,374651,63780984500.0,25700000000000.0,151328350
5605,2001-10-19,3400,140,4.29,3300,3410,3260,831100,140000000000.0,25700000000000.0,151328350
5606,2001-10-18,3260,-20,-0.61,3230,3260,3170,437077,70466431000.0,24700000000000.0,151328350
5607,2001-10-17,3280,100,3.14,3260,3300,3230,571926,93385989000.0,24800000000000.0,151328350
5608,2001-10-16,3180,-20,-0.63,3160,3230,3160,312417,49844713000.0,24100000000000.0,151328350
5609,2001-10-15,3200,-60,-1.84,3200,3240,3180,348550,55781440000.0,24200000000000.0,151328350
5610,2001-10-12,3260,80,2.52,3320,3340,3250,945385,155000000000.0,24700000000000.0,151328350
5611,2001-10-11,3180,200,6.71,3080,3200,3070,1163439,184000000000.0,24100000000000.0,151328350
5612,2001-10-10,2980,-50,-1.65,2990,3010,2960,337119,50187086000.0,22500000000000.0,151328350
5613,2001-10-09,3030,110,3.77,2960,3060,2960,792657,120000000000.0,22900000000000.0,151328350
5614,2001-10-08,2920,-30,-1.02,2940,2960,2890,398747,58336112000.0,22100000000000.0,151328350
5615,2001-10-05,2950,40,1.37,2920,2970,2870,800783,117000000000.0,22300000000000.0,151328350
5616,2001-10-04,2910,110,3.93,3000,3000,2860,1298572,189000000000.0,22000000000000.0,151328350
5617,2001-09-28,2800,-10,-0.36,2880,2900,2780,945715,134000000000.0,21200000000000.0,151328350
5618,2001-09-27,2810,-20,-0.71,2760,2810,2680,730010,100000000000.0,21300000000000.0,151328350
5619,2001-09-26,2830,-30,-1.05,2820,2870,2790,665570,94057190000.0,21400000000000.0,151328350
5620,2001-09-25,2860,-100,-3.38,3060,3070,2860,841381,125000000000.0,21600000000000.0,151328350
5621,2001-09-24,2960,110,3.86,2810,2960,2810,1139615,163000000000.0,22400000000000.0,151328350
5622,2001-09-21,2850,-230,-7.47,2900,2940,2790,1308363,186000000000.0,21600000000000.0,151328350
5623,2001-09-20,3080,-200,-6.1,3200,3200,3030,1227672,190000000000.0,23300000000000.0,151328350
5624,2001-09-19,3280,-70,-2.09,3300,3340,3260,431180,71044445000.0,24800000000000.0,151328350
5625,2001-09-18,3350,70,2.13,3390,3400,3300,497444,83022095000.0,25300000000000.0,151328350
5626,2001-09-17,3280,-110,-3.24,3300,3360,3240,569053,93385487000.0,24800000000000.0,151328350
5627,2001-09-14,3390,-40,-1.17,3440,3450,3290,663586,112000000000.0,25700000000000.0,151328350
5628,2001-09-13,3430,200,6.19,3360,3460,3320,1194979,203000000000.0,26000000000000.0,151328350
5629,2001-09-12,3230,-510,-13.64,3200,3460,3200,1699446,282000000000.0,24400000000000.0,151328350
5630,2001-09-11,3740,-90,-2.35,3800,3850,3720,316200,59489105000.0,28300000000000.0,151328350
5631,2001-09-10,3830,10,0.26,3770,3830,3730,280072,53048923000.0,29000000000000.0,151328350
5632,2001-09-07,3820,50,1.33,3760,3820,3690,456798,85719068000.0,28900000000000.0,151328350
5633,2001-09-06,3770,-20,-0.53,3800,3850,3760,349882,66478627000.0,28500000000000.0,151328350
5634,2001-09-05,3790,-140,-3.56,3840,3850,3750,420443,79693988500.0,28700000000000.0,151328350
5635,2001-09-04,3930,170,4.52,3760,3940,3750,375560,72065270000.0,29700000000000.0,151328350
5636,2001-09-03,3760,-40,-1.05,3810,3820,3750,209020,39503260000.0,28400000000000.0,151328350
5637,2001-08-31,3800,-120,-3.06,3860,3880,3750,516960,98657370000.0,28800000000000.0,151328350
5638,2001-08-30,3920,-10,-0.25,3840,3940,3840,251777,49027277000.0,29700000000000.0,151328350
5639,2001-08-29,3930,-10,-0.25,3900,3970,3860,382787,74892005500.0,29700000000000.0,151328350
5640,2001-08-28,3940,-40,-1.01,4000,4000,3930,410733,81368481000.0,29800000000000.0,151328350
5641,2001-08-27,3980,140,3.65,3960,4020,3920,759108,151000000000.0,30100000000000.0,151328350
5642,2001-08-24,3840,-10,-0.26,3840,3880,3780,150355,28820260000.0,29100000000000.0,151328350
5643,2001-08-23,3850,0,0.0,3870,3910,3800,298954,57628895000.0,29100000000000.0,151328350
5644,2001-08-22,3850,130,3.49,3630,3850,3630,435449,82267162500.0,29100000000000.0,151328350
5645,2001-08-21,3720,-80,-2.11,3820,3850,3700,434725,81370795000.0,28100000000000.0,151328350
5646,2001-08-20,3800,-120,-3.06,3800,3830,3780,188771,35904530000.0,28800000000000.0,151328350
5647,2001-08-17,3920,20,0.51,3900,3960,3870,354953,69672618000.0,29700000000000.0,151328350
5648,2001-08-16,3900,-50,-1.27,3840,3900,3820,366645,70683710000.0,29500000000000.0,151328350
5649,2001-08-14,3950,120,3.13,3900,3960,3870,424405,83150732500.0,29900000000000.0,151328350
5650,2001-08-13,3830,100,2.68,3770,3830,3750,372898,70607282000.0,29000000000000.0,151328350
5651,2001-08-10,3730,70,1.91,3710,3780,3710,231661,43282206500.0,28200000000000.0,151328350
5652,2001-08-09,3660,-140,-3.68,3690,3730,3660,583411,108000000000.0,27700000000000.0,151328350
5653,2001-08-08,3800,-60,-1.55,3820,3840,3740,268180,50656860000.0,28800000000000.0,151328350
5654,2001-08-07,3860,-120,-3.02,3880,3900,3810,441781,84940063000.0,29200000000000.0,151328350
5655,2001-08-06,3980,-10,-0.25,3930,4000,3900,322611,63747494000.0,30100000000000.0,151328350
5656,2001-08-03,3990,80,2.05,4000,4020,3950,655941,131000000000.0,30200000000000.0,151328350
5657,2001-08-02,3910,-50,-1.26,4020,4040,3880,635840,126000000000.0,29600000000000.0,151328350
5658,2001-08-01,3960,170,4.49,3830,3990,3810,1157583,227000000000.0,30000000000000.0,151328350
5659,2001-07-31,3790,80,2.16,3740,3810,3720,444664,84178783000.0,28700000000000.0,151328350
5660,2001-07-30,3710,0,0.0,3760,3780,3690,401109,74832969500.0,28100000000000.0,151328350
5661,2001-07-27,3710,80,2.2,3730,3790,3690,576045,108000000000.0,28100000000000.0,151326456
5662,2001-07-26,3630,60,1.68,3590,3650,3590,437342,79347383000.0,27500000000000.0,151326456
5663,2001-07-25,3570,100,2.88,3460,3590,3440,418182,73816967000.0,27000000000000.0,151326456
5664,2001-07-24,3470,10,0.29,3400,3510,3400,429673,74384720500.0,26300000000000.0,151326456
5665,2001-07-23,3460,-60,-1.7,3500,3500,3430,425554,73826147000.0,26200000000000.0,151249415
5666,2001-07-20,3520,-20,-0.56,3520,3600,3470,592597,104000000000.0,26600000000000.0,151249415
5667,2001-07-19,3540,190,5.67,3330,3540,3310,746507,129000000000.0,26800000000000.0,151249415
5668,2001-07-18,3350,10,0.3,3360,3420,3330,668626,112000000000.0,25300000000000.0,151249415
5669,2001-07-16,3340,-60,-1.76,3370,3390,3260,558267,92756504000.0,25300000000000.0,151249415
5670,2001-07-13,3400,-120,-3.41,3640,3640,3360,931217,163000000000.0,25700000000000.0,151249415
5671,2001-07-12,3520,140,4.14,3480,3560,3460,1327393,233000000000.0,26600000000000.0,151249415
5672,2001-07-11,3380,-20,-0.59,3280,3410,3280,759411,128000000000.0,25600000000000.0,151249415
5673,2001-07-10,3400,-20,-0.58,3440,3490,3390,653353,112000000000.0,25700000000000.0,151249415
5674,2001-07-09,3420,-250,-6.81,3500,3540,3390,1632709,282000000000.0,25900000000000.0,151249415
5675,2001-07-06,3670,-190,-4.92,3740,3770,3650,760498,141000000000.0,27800000000000.0,151239942
